@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute processing-1 numeric
@attribute processing-2 numeric
@attribute processing-3 numeric
@attribute processing-4 numeric
@attribute processing-5 numeric
@attribute processing-6 numeric
@attribute processing-7 numeric

@data
726,'2022/05/12 00:10:21:408',6,742,0,0,151,0,0,446.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
727,'2022/05/12 00:10:21:513',6,755,10,10,155,10,10,457,0.28,0.43,0.46,0.19,0.69,0.38,0.17
728,'2022/05/12 00:10:21:618',6,773,18,18,149,18,18,461,0.28,0.43,0.46,0.19,0.69,0.38,0.17
729,'2022/05/12 00:10:21:725',6,791,25,25,144,25,25,467.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
730,'2022/05/12 00:10:21:832',6,826,0,11,155,0,11,490.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
731,'2022/05/12 00:10:21:937',6,833,26,26,151,26,26,492,0.28,0.43,0.46,0.19,0.69,0.38,0.17
732,'2022/05/12 00:10:22:047',6,882,33,33,155,33,33,518.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
733,'2022/05/12 00:10:22:153',6,837,0,39,167,0,39,502,0.28,0.43,0.46,0.19,0.69,0.38,0.17
734,'2022/05/12 00:10:22:255',6,859,36,36,187,36,36,523,0.28,0.43,0.46,0.19,0.69,0.38,0.17
735,'2022/05/12 00:10:22:366',6,827,0,25,200,0,25,513.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
736,'2022/05/12 00:10:22:471',6,851,7,7,217,7,7,534,0.28,0.43,0.46,0.19,0.69,0.38,0.17
737,'2022/05/12 00:10:22:574',6,788,0,32,218,0,32,503,0.28,0.43,0.46,0.19,0.69,0.38,0.17
738,'2022/05/12 00:10:22:679',6,822,23,23,209,23,23,515.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
739,'2022/05/12 00:10:22:785',6,861,39,39,202,39,39,531.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
740,'2022/05/12 00:10:22:890',6,861,3,3,211,3,3,536,0.28,0.43,0.46,0.19,0.69,0.38,0.17
741,'2022/05/12 00:10:23:000',6,894,16,16,206,16,16,550,0.28,0.43,0.46,0.19,0.69,0.38,0.17
742,'2022/05/12 00:10:23:105',6,907,23,23,217,23,23,562,0.28,0.43,0.46,0.19,0.69,0.38,0.17
743,'2022/05/12 00:10:23:209',6,916,5,5,234,5,5,575,0.28,0.43,0.46,0.19,0.69,0.38,0.17
744,'2022/05/12 00:10:23:313',6,898,12,12,244,12,12,571,0.28,0.43,0.46,0.19,0.69,0.38,0.17
745,'2022/05/12 00:10:23:416',6,878,0,0,259,0,0,568.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
746,'2022/05/12 00:10:23:520',6,873,0,10,251,0,10,562,0.28,0.43,0.46,0.19,0.69,0.38,0.17
747,'2022/05/12 00:10:23:638',6,875,0,15,257,0,15,566,0.28,0.43,0.46,0.19,0.69,0.38,0.17
748,'2022/05/12 00:10:23:746',6,859,0,11,250,0,11,554.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
749,'2022/05/12 00:10:23:853',6,857,0,6,249,0,6,553,0.28,0.43,0.46,0.19,0.69,0.38,0.17
750,'2022/05/12 00:10:23:959',6,877,6,6,231,6,6,554,0.28,0.43,0.46,0.19,0.69,0.38,0.17
751,'2022/05/12 00:10:24:074',6,909,40,40,219,40,40,564,0.28,0.43,0.46,0.19,0.69,0.38,0.17
752,'2022/05/12 00:10:24:180',6,952,7,7,209,7,7,580.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
753,'2022/05/12 00:10:24:284',6,927,0,39,200,0,39,563.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
754,'2022/05/12 00:10:24:395',6,948,20,20,200,20,20,574,0.28,0.43,0.46,0.19,0.69,0.38,0.17
755,'2022/05/12 00:10:24:502',6,1017,27,27,196,27,27,606.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
756,'2022/05/12 00:10:24:608',6,1002,0,14,197,0,14,599.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
757,'2022/05/12 00:10:24:713',6,1045,65,65,191,65,65,618,0.28,0.43,0.46,0.19,0.69,0.38,0.17
758,'2022/05/12 00:10:24:820',6,1047,20,20,198,20,20,622.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
759,'2022/05/12 00:10:24:922',6,1007,0,29,203,0,29,605,0.28,0.43,0.46,0.19,0.69,0.38,0.17
760,'2022/05/12 00:10:25:027',6,936,0,33,210,0,33,573,0.28,0.43,0.46,0.19,0.69,0.38,0.17
761,'2022/05/12 00:10:25:132',6,865,0,59,227,0,59,546,0.28,0.43,0.46,0.19,0.69,0.38,0.17
762,'2022/05/12 00:10:25:238',6,873,0,23,229,0,23,551,0.28,0.43,0.46,0.19,0.69,0.38,0.17
763,'2022/05/12 00:10:25:350',6,783,0,49,224,0,49,503.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
764,'2022/05/12 00:10:25:459',6,764,0,15,213,0,15,488.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
765,'2022/05/12 00:10:25:563',6,737,0,28,201,0,28,469,0.28,0.43,0.46,0.19,0.69,0.38,0.17
766,'2022/05/12 00:10:25:667',6,759,13,13,193,13,13,476,0.28,0.43,0.46,0.19,0.69,0.38,0.17
767,'2022/05/12 00:10:25:771',6,696,0,28,183,0,28,439.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
768,'2022/05/12 00:10:25:875',6,690,23,23,170,23,23,430,0.28,0.43,0.46,0.19,0.69,0.38,0.17
769,'2022/05/12 00:10:25:979',6,684,16,16,169,16,16,426.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
770,'2022/05/12 00:10:26:083',6,676,1,1,176,1,1,426,0.28,0.43,0.46,0.19,0.69,0.38,0.17
771,'2022/05/12 00:10:26:186',6,672,8,8,184,8,8,428,0.28,0.43,0.46,0.19,0.69,0.38,0.17
772,'2022/05/12 00:10:26:292',6,674,5,5,185,5,5,429.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
773,'2022/05/12 00:10:26:395',6,699,4,4,200,4,4,449.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
774,'2022/05/12 00:10:26:508',6,721,32,32,201,32,32,461,0.28,0.43,0.46,0.19,0.69,0.38,0.17
775,'2022/05/12 00:10:26:619',6,764,23,23,212,23,23,488,0.28,0.43,0.46,0.19,0.69,0.38,0.17
776,'2022/05/12 00:10:26:724',6,781,18,18,212,18,18,496.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
777,'2022/05/12 00:10:26:829',6,785,0,11,194,0,11,489.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
778,'2022/05/12 00:10:26:936',6,792,9,9,199,9,9,495.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
779,'2022/05/12 00:10:27:051',6,817,24,24,203,24,24,510,0.28,0.43,0.46,0.19,0.69,0.38,0.17
780,'2022/05/12 00:10:27:156',6,773,8,8,199,8,8,486,0.28,0.43,0.46,0.19,0.69,0.38,0.17
781,'2022/05/12 00:10:27:262',6,814,14,14,196,14,14,505,0.28,0.43,0.46,0.19,0.69,0.38,0.17
782,'2022/05/12 00:10:27:368',6,884,38,38,200,38,38,542,0.28,0.43,0.46,0.19,0.69,0.38,0.17
783,'2022/05/12 00:10:27:470',6,857,0,9,193,0,9,525,0.28,0.43,0.46,0.19,0.69,0.38,0.17
784,'2022/05/12 00:10:27:575',6,865,0,11,183,0,11,524,0.28,0.43,0.46,0.19,0.69,0.38,0.17
785,'2022/05/12 00:10:27:681',6,833,0,40,177,0,40,505,0.28,0.43,0.46,0.19,0.69,0.38,0.17
786,'2022/05/12 00:10:27:787',6,807,0,23,184,0,23,495.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
787,'2022/05/12 00:10:27:892',6,696,0,56,189,0,56,442.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
788,'2022/05/12 00:10:27:995',6,667,0,33,192,0,33,429.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
789,'2022/05/12 00:10:28:104',6,685,6,6,202,6,6,443.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
790,'2022/05/12 00:10:28:217',6,663,4,4,204,4,4,433.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
791,'2022/05/12 00:10:28:320',6,662,0,21,198,0,21,430,0.28,0.43,0.46,0.19,0.69,0.38,0.17
792,'2022/05/12 00:10:28:424',6,639,11,11,182,11,11,410.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
793,'2022/05/12 00:10:28:535',6,642,10,10,177,10,10,409.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
794,'2022/05/12 00:10:28:645',6,633,0,24,169,0,24,401,0.28,0.43,0.46,0.19,0.69,0.38,0.17
795,'2022/05/12 00:10:28:751',6,580,0,26,159,0,26,369.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
796,'2022/05/12 00:10:28:859',6,587,9,9,155,9,9,371,0.28,0.43,0.46,0.19,0.69,0.38,0.17
797,'2022/05/12 00:10:28:961',6,547,0,19,153,0,19,350,0.28,0.43,0.46,0.19,0.69,0.38,0.17
798,'2022/05/12 00:10:29:074',6,557,0,12,153,0,12,355,0.28,0.43,0.46,0.19,0.69,0.38,0.17
799,'2022/05/12 00:10:29:175',6,579,35,35,156,35,35,367.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
800,'2022/05/12 00:10:29:282',6,616,10,10,157,10,10,386.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
801,'2022/05/12 00:10:29:387',6,615,0,14,161,0,14,388,0.28,0.43,0.46,0.19,0.69,0.38,0.17
802,'2022/05/12 00:10:29:492',6,702,47,47,169,47,47,435.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
803,'2022/05/12 00:10:29:600',6,734,28,28,180,28,28,457,0.28,0.43,0.46,0.19,0.69,0.38,0.17
804,'2022/05/12 00:10:29:705',6,780,12,12,184,12,12,482,0.28,0.43,0.46,0.19,0.69,0.38,0.17
805,'2022/05/12 00:10:29:815',6,740,0,13,179,0,13,459.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
806,'2022/05/12 00:10:29:925',6,775,31,31,171,31,31,473,0.28,0.43,0.46,0.19,0.69,0.38,0.17
807,'2022/05/12 00:10:30:030',6,733,0,40,174,0,40,453.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
808,'2022/05/12 00:10:30:136',6,764,0,1,160,0,1,462,0.28,0.43,0.46,0.19,0.69,0.38,0.17
809,'2022/05/12 00:10:30:249',6,700,0,35,156,0,35,428,0.28,0.43,0.46,0.19,0.69,0.38,0.17
810,'2022/05/12 00:10:30:353',6,696,23,23,154,23,23,425,0.28,0.43,0.46,0.19,0.69,0.38,0.17
811,'2022/05/12 00:10:30:459',6,724,0,1,145,0,1,434.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
812,'2022/05/12 00:10:30:563',6,751,26,26,146,26,26,448.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
813,'2022/05/12 00:10:30:669',6,711,0,15,145,0,15,428,0.28,0.43,0.46,0.19,0.69,0.38,0.17
814,'2022/05/12 00:10:30:774',6,736,12,12,136,12,12,436,0.28,0.43,0.46,0.19,0.69,0.38,0.17
815,'2022/05/12 00:10:30:887',6,684,0,41,142,0,41,413,0.28,0.43,0.46,0.19,0.69,0.38,0.17
816,'2022/05/12 00:10:30:991',6,639,0,16,141,0,16,390,0.28,0.43,0.46,0.19,0.69,0.38,0.17
817,'2022/05/12 00:10:31:098',6,597,0,41,137,0,41,367,0.28,0.43,0.46,0.19,0.69,0.38,0.17
818,'2022/05/12 00:10:31:208',6,608,11,11,135,11,11,371.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
819,'2022/05/12 00:10:31:314',6,610,0,4,138,0,4,374,0.28,0.43,0.46,0.19,0.69,0.38,0.17
820,'2022/05/12 00:10:31:419',6,551,0,54,138,0,54,344.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
821,'2022/05/12 00:10:31:521',6,538,3,3,139,3,3,338.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
822,'2022/05/12 00:10:31:626',6,517,0,21,141,0,21,329,0.28,0.43,0.46,0.19,0.69,0.38,0.17
823,'2022/05/12 00:10:31:735',6,492,0,6,148,0,6,320,0.28,0.43,0.46,0.19,0.69,0.38,0.17
824,'2022/05/12 00:10:31:839',6,513,3,3,153,3,3,333,0.28,0.43,0.46,0.19,0.69,0.38,0.17
825,'2022/05/12 00:10:31:945',6,564,32,32,149,32,32,356.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
826,'2022/05/12 00:10:32:047',6,570,0,4,144,0,4,357,0.28,0.43,0.46,0.19,0.69,0.38,0.17
827,'2022/05/12 00:10:32:153',6,646,62,62,148,62,62,397,0.28,0.43,0.46,0.19,0.69,0.38,0.17
828,'2022/05/12 00:10:32:258',6,651,18,18,151,18,18,401,0.28,0.43,0.46,0.19,0.69,0.38,0.17
829,'2022/05/12 00:10:32:362',6,617,0,1,152,0,1,384.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
830,'2022/05/12 00:10:32:468',6,592,0,25,150,0,25,371,0.28,0.43,0.46,0.19,0.69,0.38,0.17
831,'2022/05/12 00:10:32:571',6,572,5,5,155,5,5,363.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
832,'2022/05/12 00:10:32:676',6,531,0,64,150,0,64,340.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
833,'2022/05/12 00:10:32:782',6,515,0,11,146,0,11,330.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
834,'2022/05/12 00:10:32:883',6,482,0,39,136,0,39,309,0.28,0.43,0.46,0.19,0.69,0.38,0.17
835,'2022/05/12 00:10:32:986',6,447,0,24,133,0,24,290,0.28,0.43,0.46,0.19,0.69,0.38,0.17
836,'2022/05/12 00:10:33:092',6,443,5,5,124,5,5,283.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
837,'2022/05/12 00:10:33:195',6,426,4,4,120,4,4,273,0.28,0.43,0.46,0.19,0.69,0.38,0.17
838,'2022/05/12 00:10:33:301',6,401,0,15,115,0,15,258,0.28,0.43,0.46,0.19,0.69,0.38,0.17
839,'2022/05/12 00:10:33:406',6,388,4,4,114,4,4,251,0.28,0.43,0.46,0.19,0.69,0.38,0.17
840,'2022/05/12 00:10:33:508',6,416,24,24,108,24,24,262,0.28,0.43,0.46,0.19,0.69,0.38,0.17
841,'2022/05/12 00:10:33:613',6,442,16,16,113,16,16,277.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
842,'2022/05/12 00:10:33:718',6,466,23,23,117,23,23,291.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
843,'2022/05/12 00:10:33:823',6,447,0,3,107,0,3,277,0.28,0.43,0.46,0.19,0.69,0.38,0.17
844,'2022/05/12 00:10:33:933',6,507,27,27,107,27,27,307,0.28,0.43,0.46,0.19,0.69,0.38,0.17
845,'2022/05/12 00:10:34:040',6,520,4,4,104,4,4,312,0.28,0.43,0.46,0.19,0.69,0.38,0.17
846,'2022/05/12 00:10:34:145',6,512,0,5,100,0,5,306,0.28,0.43,0.46,0.19,0.69,0.38,0.17
847,'2022/05/12 00:10:34:250',6,494,0,16,104,0,16,299,0.28,0.43,0.46,0.19,0.69,0.38,0.17
848,'2022/05/12 00:10:34:355',6,498,18,18,110,18,18,304,0.28,0.43,0.46,0.19,0.69,0.38,0.17
849,'2022/05/12 00:10:34:460',6,466,0,16,114,0,16,290,0.28,0.43,0.46,0.19,0.69,0.38,0.17
850,'2022/05/12 00:10:34:568',6,444,0,24,123,0,24,283.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
851,'2022/05/12 00:10:34:680',6,461,26,26,140,26,26,300.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
852,'2022/05/12 00:10:34:782',6,449,0,2,137,0,2,293,0.28,0.43,0.46,0.19,0.69,0.38,0.17
853,'2022/05/12 00:10:34:888',6,481,23,23,138,23,23,309.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
854,'2022/05/12 00:10:34:994',6,501,20,20,137,20,20,319,0.28,0.43,0.46,0.19,0.69,0.38,0.17
855,'2022/05/12 00:10:35:103',6,537,22,22,142,22,22,339.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
856,'2022/05/12 00:10:35:208',6,531,0,4,131,0,4,331,0.28,0.43,0.46,0.19,0.69,0.38,0.17
857,'2022/05/12 00:10:35:314',6,552,16,16,121,16,16,336.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
858,'2022/05/12 00:10:35:428',6,574,20,20,117,20,20,345.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
859,'2022/05/12 00:10:35:536',6,537,1,1,122,1,1,329.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
860,'2022/05/12 00:10:35:642',6,522,0,28,115,0,28,318.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
861,'2022/05/12 00:10:35:744',6,499,0,5,114,0,5,306.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
862,'2022/05/12 00:10:35:847',6,483,0,28,118,0,28,300.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
863,'2022/05/12 00:10:35:949',6,466,0,9,119,0,9,292.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
864,'2022/05/12 00:10:36:060',6,452,0,27,109,0,27,280.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
865,'2022/05/12 00:10:36:168',6,447,6,6,106,6,6,276.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
866,'2022/05/12 00:10:36:272',6,461,4,4,103,4,4,282,0.28,0.43,0.46,0.19,0.69,0.38,0.17
867,'2022/05/12 00:10:36:376',6,472,4,4,104,4,4,288,0.28,0.43,0.46,0.19,0.69,0.38,0.17
868,'2022/05/12 00:10:36:482',6,501,7,7,111,7,7,306,0.28,0.43,0.46,0.19,0.69,0.38,0.17
869,'2022/05/12 00:10:36:587',6,513,10,10,118,10,10,315.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
870,'2022/05/12 00:10:36:692',6,510,0,15,122,0,15,316,0.28,0.43,0.46,0.19,0.69,0.38,0.17
871,'2022/05/12 00:10:36:802',6,502,0,18,124,0,18,313,0.28,0.43,0.46,0.19,0.69,0.38,0.17
872,'2022/05/12 00:10:36:913',6,519,12,12,126,12,12,322.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
873,'2022/05/12 00:10:37:019',6,525,0,2,121,0,2,323,0.28,0.43,0.46,0.19,0.69,0.38,0.17
874,'2022/05/12 00:10:37:126',6,515,0,7,110,0,7,312.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
875,'2022/05/12 00:10:37:232',6,523,8,8,107,8,8,315,0.28,0.43,0.46,0.19,0.69,0.38,0.17
876,'2022/05/12 00:10:37:343',6,534,6,6,105,6,6,319.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
877,'2022/05/12 00:10:37:443',6,570,11,11,114,11,11,342,0.28,0.43,0.46,0.19,0.69,0.38,0.17
878,'2022/05/12 00:10:37:549',6,551,0,19,120,0,19,335.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
879,'2022/05/12 00:10:37:652',6,520,0,13,127,0,13,323.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
880,'2022/05/12 00:10:37:758',6,533,0,10,127,0,10,330,0.28,0.43,0.46,0.19,0.69,0.38,0.17
881,'2022/05/12 00:10:37:869',6,569,22,22,133,22,22,351,0.28,0.43,0.46,0.19,0.69,0.38,0.17
882,'2022/05/12 00:10:37:976',6,567,0,2,131,0,2,349,0.28,0.43,0.46,0.19,0.69,0.38,0.17
883,'2022/05/12 00:10:38:083',6,543,0,2,119,0,2,331,0.28,0.43,0.46,0.19,0.69,0.38,0.17
884,'2022/05/12 00:10:38:189',6,558,1,1,117,1,1,337.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
885,'2022/05/12 00:10:38:296',6,548,0,20,119,0,20,333.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
886,'2022/05/12 00:10:38:397',6,510,0,30,110,0,30,310,0.28,0.43,0.46,0.19,0.69,0.38,0.17
887,'2022/05/12 00:10:38:504',6,483,0,19,108,0,19,295.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
888,'2022/05/12 00:10:38:608',6,513,6,6,110,6,6,311.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
889,'2022/05/12 00:10:38:710',6,532,17,17,112,17,17,322,0.28,0.43,0.46,0.19,0.69,0.38,0.17
890,'2022/05/12 00:10:38:813',6,541,6,6,114,6,6,327.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
891,'2022/05/12 00:10:38:918',6,575,23,23,127,23,23,351,0.28,0.43,0.46,0.19,0.69,0.38,0.17
892,'2022/05/12 00:10:39:021',6,567,5,5,134,5,5,350.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
893,'2022/05/12 00:10:39:127',6,543,0,18,141,0,18,342,0.28,0.43,0.46,0.19,0.69,0.38,0.17
894,'2022/05/12 00:10:39:232',6,553,0,7,148,0,7,350.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
895,'2022/05/12 00:10:39:338',6,554,14,14,150,14,14,352,0.28,0.43,0.46,0.19,0.69,0.38,0.17
896,'2022/05/12 00:10:39:445',6,540,4,4,145,4,4,342.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
897,'2022/05/12 00:10:39:551',6,524,0,20,136,0,20,330,0.28,0.43,0.46,0.19,0.69,0.38,0.17
898,'2022/05/12 00:10:39:657',6,548,17,17,129,17,17,338.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
899,'2022/05/12 00:10:39:775',6,516,3,3,119,3,3,317.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
900,'2022/05/12 00:10:39:881',6,506,0,30,112,0,30,309,0.28,0.43,0.46,0.19,0.69,0.38,0.17
901,'2022/05/12 00:10:39:981',6,492,0,11,111,0,11,301.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
902,'2022/05/12 00:10:40:086',6,479,6,6,108,6,6,293.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
903,'2022/05/12 00:10:40:189',6,438,0,8,108,0,8,273,0.28,0.43,0.46,0.19,0.69,0.38,0.17
904,'2022/05/12 00:10:40:306',6,465,0,1,112,0,1,288.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
905,'2022/05/12 00:10:40:410',6,479,0,12,118,0,12,298.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
906,'2022/05/12 00:10:40:513',6,494,13,13,120,13,13,307,0.28,0.43,0.46,0.19,0.69,0.38,0.17
907,'2022/05/12 00:10:40:621',6,492,0,2,119,0,2,305.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
908,'2022/05/12 00:10:40:734',6,461,0,37,128,0,37,294.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
909,'2022/05/12 00:11:33:016',7,1125,0,0,1121,0,0,1123,0.51,0.75,0.69,0.29,0.91,0.62,0.17
910,'2022/05/12 00:11:33:117',7,1125,0,0,1121,0,0,1123,0.51,0.75,0.69,0.29,0.91,0.62,0.17
911,'2022/05/12 00:11:33:220',7,1125,0,0,1121,0,0,1123,0.51,0.75,0.69,0.29,0.91,0.62,0.17
912,'2022/05/12 00:11:33:323',7,1125,0,0,1121,0,0,1123,0.51,0.75,0.69,0.29,0.91,0.62,0.17
913,'2022/05/12 00:11:33:426',7,1125,0,0,1117,0,0,1121,0.51,0.75,0.69,0.29,0.91,0.62,0.17
914,'2022/05/12 00:11:33:538',7,1125,0,0,1124,0,0,1124.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
915,'2022/05/12 00:11:33:644',7,1125,0,0,1111,0,0,1118,0.51,0.75,0.69,0.29,0.91,0.62,0.17
916,'2022/05/12 00:11:33:751',7,1125,0,0,1111,0,0,1118,0.51,0.75,0.69,0.29,0.91,0.62,0.17
917,'2022/05/12 00:11:33:856',7,1125,0,0,1111,0,0,1118,0.51,0.75,0.69,0.29,0.91,0.62,0.17
918,'2022/05/12 00:11:33:961',7,1125,0,0,1096,0,0,1110.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
919,'2022/05/12 00:11:34:070',7,1125,0,0,1054,0,0,1089.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
920,'2022/05/12 00:11:34:172',7,1125,0,0,1039,0,0,1082,0.51,0.75,0.69,0.29,0.91,0.62,0.17
921,'2022/05/12 00:11:34:279',7,1125,0,0,1024,0,0,1074.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
922,'2022/05/12 00:11:34:384',7,1125,0,0,973,0,0,1049,0.51,0.75,0.69,0.29,0.91,0.62,0.17
923,'2022/05/12 00:11:34:494',7,1125,0,0,983,0,0,1054,0.51,0.75,0.69,0.29,0.91,0.62,0.17
924,'2022/05/12 00:11:34:600',7,1125,0,0,978,0,0,1051.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
925,'2022/05/12 00:11:34:702',7,1125,0,0,988,0,0,1056.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
926,'2022/05/12 00:11:34:808',7,1125,0,0,944,0,0,1034.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
927,'2022/05/12 00:11:34:919',7,1125,0,0,981,0,0,1053,0.51,0.75,0.69,0.29,0.91,0.62,0.17
928,'2022/05/12 00:11:35:035',7,1125,0,0,904,0,0,1014.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
929,'2022/05/12 00:11:35:141',7,1125,0,0,961,0,0,1043,0.51,0.75,0.69,0.29,0.91,0.62,0.17
930,'2022/05/12 00:11:35:246',7,1125,0,0,947,0,0,1036,0.51,0.75,0.69,0.29,0.91,0.62,0.17
931,'2022/05/12 00:11:35:350',7,1125,0,0,933,0,0,1029,0.51,0.75,0.69,0.29,0.91,0.62,0.17
932,'2022/05/12 00:11:35:462',7,1125,0,0,930,0,0,1027.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
933,'2022/05/12 00:11:35:567',7,1125,0,0,981,0,0,1053,0.51,0.75,0.69,0.29,0.91,0.62,0.17
934,'2022/05/12 00:11:35:674',7,1125,0,0,949,0,0,1037,0.51,0.75,0.69,0.29,0.91,0.62,0.17
935,'2022/05/12 00:11:35:779',7,1125,0,0,884,0,0,1004.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
936,'2022/05/12 00:11:35:885',7,1125,0,0,910,0,0,1017.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
937,'2022/05/12 00:11:36:015',7,1125,0,0,858,0,0,991.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
938,'2022/05/12 00:11:36:125',7,1125,0,0,825,0,0,975,0.51,0.75,0.69,0.29,0.91,0.62,0.17
939,'2022/05/12 00:11:36:235',7,1125,0,0,806,0,0,965.5,0.51,0.75,0.69,0.29,0.91,0.62,0.17
940,'2022/05/12 00:11:36:340',7,1125,0,0,793,0,0,959,0.51,0.75,0.69,0.29,0.91,0.62,0.17
941,'2022/05/12 00:11:36:453',7,1125,0,0,789,0,0,957,0.51,0.75,0.69,0.29,0.91,0.62,0.17
942,'2022/05/12 00:11:36:566',7,1125,0,0,757,0,0,941,0.51,0.75,0.69,0.29,0.91,0.62,0.17
